User,Date Created,Tweets
paakwesigh_,2023-03-26 23:56:29+00:00,@AppleSupport it’s very appalling that a platform as big as Apple Podcast will be having missing podcast for two and half years straight.  The search engine is broken and podcast libraries for specific contents aren’t updating. IT SUCH A SHAME https://t.co/JjNC2CASbv
AppleSupport,2023-03-26 23:52:16+00:00,"@SaintCanSin Hey there! If you’re experiencing issues with Face ID, we want to help. Send us a DM with your device type, software version, and more specifics of the exact problem you’re experiencing, and we’ll do all we can to make a plan to help you out from there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 23:52:02+00:00,"@jhshifris11 Hi, thanks for reaching out to us. We are happy to point to you in the right direction. If you would like to see that photo come back in the future, please leave us a suggestion in the following link. https://t.co/eTPVYVFyd8  DM us if you have any questions. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 23:51:47+00:00,"@Manaaalz11 Hello! If you’re having issues with Siri, we want to help. Send us a DM including your device type, software version, and more specifics about the problems you see with Siri, and we’ll do all we can to help from there. 

To send us a DM, click here: https://t.co/GDrqU22YpT"
GreenScreen3r,2023-03-26 23:50:36+00:00,@AppleSupport But why have it as the first option when you have selected a folder to share via collaboration if it cannot share that way?
AppleSupport,2023-03-26 23:47:46+00:00,"@JackieMcQuade Hi! We want to help out as much as possible. We noticed that you first mentioned have issues with starting up your Mac. Check out the info on this page to learn more about resolving startup issues with your Mac: https://t.co/nmQKdX9ULc 

DM for more help: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 23:47:16+00:00,@trishanderton You are welcome! Please don’t hesitate to reach out if you need us again. https://t.co/GDrqU22YpT
olimassociates,2023-03-26 23:40:37+00:00,"I’ve got the keyboard on my notebook set to “Adjust keyboard brightness in low light,” but keyboard remains dark. Suggestions or does keyboard no longer light up. Thanks. @AppleSupport"
AppleSupport,2023-03-26 23:34:15+00:00,@POTATOMANCHAE Thanks for reaching out. We want to make sure you are enjoying your AirPods Max without issue. DM us and let us know more about what is happening. We’ll meet you there to come up with a plan for a resolution together. https://t.co/GDrqU22YpT
AppleSupport,2023-03-26 23:33:44+00:00,"@broke_heartsoul Are you seeing the charge as https://t.co/eA6I49Ui5J?

Here’s info on checking what you’re getting charged for:
 https://t.co/qMSexwQmiR 

If you need help with your bill, you’ll need to speak with an advisor here:
 https://t.co/NpQJidgpDA"
DavidD2501,2023-03-26 23:33:35+00:00,@AppleSupport Thank you. That was very helpful. I can’t wait to see the new lineup of MacBook Airs and Mac Pros.
AppleSupport,2023-03-26 23:33:00+00:00,"@Schneiderh3Greg Thanks for reaching out about your Apple ID account. We can help. Check out this link to learn what to do if you think an unauthorized person might have access to your Apple ID: https://t.co/tBGVwomYiv 

DM if you have questions about this page. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 23:28:30+00:00,@JacRipper_ Allow us to assist. Try to restart both the paired iPhone and Apple Watch to refresh this connection and try again. DM us if the issue continues to occur and we’ll take it from there. https://t.co/GDrqU22YpT
saltedcaram33l,2023-03-26 23:24:35+00:00,"@AppleSupport are these 2 backups different? bcs it shows that photos are around 18gb and the photo library in the backups section is no data, but my backup size too large. So are these 2 diff things altogether? What if I turn on photos backup and turn off photo library backup? https://t.co/jgFa8JnwbX"
AppleSupport,2023-03-26 23:22:44+00:00,"@8386Carpenters We’d like to look into this with you. Please meet us in DM so we may gather more information, and better assist. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 23:22:14+00:00,"@midgetjem We’re glad to see you were able to find a workaround. We appreciate you and your time to reach out about this issue. Feel free to reach out if you have any future questions or concerns.

Have a great rest of your day! https://t.co/GDrqU22YpT"
Schneiderh3Greg,2023-03-26 23:20:56+00:00,@AppleSupport i need to report my ipad stolen because someone hacked into my accounts and i keep getting logged out
AppleSupport,2023-03-26 23:13:13+00:00,"@Mike01604 Since our Twitter support is available in English, get help at  https://t.co/r043qAOXUQ or join https://t.co/HLvSjp4Bj4"
moonienie__,2023-03-26 23:07:06+00:00,@AppleSupport Thanks a lot I will dm you
AppleSupport,2023-03-26 23:05:27+00:00,"@HappydaysBarry Hello! We can certainly take a look into this with you. To clarify, do you mean you’re using the Music app on a MacBook? 

Let us know more about the device and the issue you’re experiencing in a private message. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 23:04:43+00:00,"@moonienie__ Thanks for reaching out! While we do not have email support available, we’re happy to see if we can assist through Twitter. Send us a DM with the details:

You can also check other contact options here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 23:04:12+00:00,"@DanielMargarcia We want to help. We provide support through Twitter in English. To get help in your preferred language, reach out to our support through https://t.co/IBIY3vMgPj or our community here: https://t.co/RkpgWtFqBw"
AppleSupport,2023-03-26 23:00:27+00:00,"@blair_burrell Hello, and thanks for reaching out. We’d like to learn more about the issue you’re experiencing with your order. DM using the link below and we’ll continue together there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:46:41+00:00,"@AngelJ5 Hi there. We want to help. Please send us a DM, so we can get more information about the issue. You can DM us here to continue: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:39:41+00:00,"@rscook Hello! You've come to the right place for help with your iPhone and the Camera app. Does the issue continue if you restart your iPhone? https://t.co/P4k9LnWGPW 

Let us know in a private message. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:38:40+00:00,@SenoritaDenise Thanks for reaching out. We’ll be happy to share a link you can use if you have any suggestions. Here it is: https://t.co/eTPVYVFyd8
AppleSupport,2023-03-26 22:38:40+00:00,"@fatih_shn1905 Hello! We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj 

You may also get support for your region in our Apple Support Communities: https://t.co/UAAFDzGR13"
AppleSupport,2023-03-26 22:38:25+00:00,"@1982x2 Hello, and thanks for reaching out. We’d like to see how we can help with your device. Let us know your current device and iOS version and the errors or alerts you experience in DM. We’ll continue together there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:38:11+00:00,"@la_prescelta Hi, thanks for reaching out to us. We are happy to address this with you. There are software requirements and you only have 2 minutes from the moment you send a message to be able to unsend. The following link has more info about it. https://t.co/fllZ3T5jrW . https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:34:26+00:00,"@bangtaneverevs We apologize for the delay in getting back to you, but we can help now. If you haven’t already, we recommend following the steps here: https://t.co/dTuspzAISI 

If you need more help, send us a private message. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:34:26+00:00,"@Dee_Shakur You’re in the right place for help. What seems to be happening with your iPhone? Let us know in DM, along with your iPhone model and your iOS version as found under Settings &gt; General &gt; About. We’ll get started once we have those details: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:34:10+00:00,"@Solo2Nupe We can help. It sounds like you might be using Photo Shuffle as your Lock screen background. Is that right? If so, start with the “Set the shuffle frequency” section of this link: https://t.co/qlrtcS3iDm 

Send us a DM and let us know what you have set there: https://t.co/GDrqU22YpT"
Manaaalz11,2023-03-26 22:34:05+00:00,@AppleSupport what’s wrong with “siri”!!!
AppleSupport,2023-03-26 22:33:55+00:00,"@king_izze Hi, thanks for reaching out to us about AirPods. We are happy to look into this with you. Please unpair, reset and re-pair your AirPods. This will eliminate errors and could fix the issue. DM us if you have questions. https://t.co/bHKySjdt6W https://t.co/GDrqU22YpT"
JackieMcQuade,2023-03-26 22:29:45+00:00,"@AppleSupport My Mac isn’t restarting, possibly due to a download from Samsung. Looking at Time Machine but am scared to go on because of the warning. I don’t want to lose everything on my hard drive. I have an external drive which I assume has been backing things automatically. https://t.co/pdGKWxZj3x"
AppleSupport,2023-03-26 22:29:09+00:00,"@witnesstroy11 Hi there. We want to help. If you’re experiencing an issue making calls, please check out the information in this link, which may help correct that issue: https://t.co/ONMchIQbzk 

If you need further assistance, please DM us to continue. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:28:55+00:00,"@JNicolaides_ Hello! You've come to the right place for help with your iPhone. Have you tried to resolve the issue by restarting your iPhone? https://t.co/P4k9LnWGPW

Which version of iOS do you have installed? https://t.co/Z7aS8niPqi

Let us know in a PM. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:28:55+00:00,"@17Foxey It sounds like you might be running into an issue watching MLS, and we’d like to learn more to see if we can help.

Send us a DM and fill us in on what’s happening, including your device and software version. We’ll use that to get started on troubleshooting with you: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:27:25+00:00,"@becayssx Hi, thanks for reaching out to us. We offer support in English on Twitter. You can reach out to us here and we’ll be happy to assist: https://t.co/IBIY3vMgPj 

You can also try Apple Support Communities: https://t.co/HLvSjp4Bj4 https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:25:24+00:00,"@meghanloux Hey there! Thanks for reaching out. 

We’re always looking for ways to improve. Please send us your feedback: https://t.co/eTPVYVFyd8"
AppleSupport,2023-03-26 22:24:24+00:00,"@BStands4Bands Hi, thanks for reaching out to us. We are happy to look into this with you. Is your App Store set to the correct region? Please meet us in DM so we can gather some information and determine how to proceed. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:24:09+00:00,"@yiabb We’d like to see if we can help, and have a few questions to start. Does this happen with only one website, or all websites?

So we can narrow this down, test on both cellular data and Wi-Fi, and DM us to let us know if you get the same result on both, or if one works: https://t.co/GDrqU22YpT"
8386Carpenters,2023-03-26 22:23:20+00:00,"@AppleSupport Funny how it wont work , no way to turn that notification in the USA, guess big daddy biden told you to not allow me to turn it off"
AppleSupport,2023-03-26 22:19:39+00:00,"@_Morgan_Ashe Hello! We’d be happy to help you get an alternate appearance set up for when you’re performing. If you haven’t already go ahead and follow the steps here: https://t.co/MDegySCE5u

If you run into any issues, send us a PM and we’ll take a deeper look together. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-26 22:19:23+00:00,"@Myrimyribombom Thanks for reaching out. We provide support in English only on Twitter. Check out this link for options to reach us in your preferred language. https://t.co/IBIY3vMgPj 

You can also check out Apple Support Communities: https://t.co/HLvSjp4Bj4"
trishanderton,2023-03-26 22:19:20+00:00,@AppleSupport Thanks! I was having trouble with the app so I went to the App store to see if my version was up to date. It said the app was only available for iPhone iPad and Apple Watch. So I guess that doesn't include the built-in version. Glad I will still be able to use it!
